folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.10.06.14.31.13_veh-28_00589_00665,160,355,Turn right at the light,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,19.5
2021.09.15.15.34.53_veh-28_01133_01234,242,496,,Non-Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,25.4
2021.10.01.18.26.05_veh-28_01081_01159,191,346,Get ready to turn left after the bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.5
2021.09.15.13.16.40_veh-28_02072_02166,256,410,Cross summer street bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,15.4
2021.10.06.18.52.07_veh-28_00442_00578,263,493,Go towards the bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,23.0
2021.09.15.12.32.43_veh-28_00708_00866,104,508,Turn right from the right lane at the next light,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,40.4
2021.10.01.17.52.06_veh-28_00675_00737,141,302,Turn right just past the park,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,16.1
2021.09.15.12.32.43_veh-28_01070_01157,54,418,Turn onto the bridge,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,36.4
2021.09.15.15.02.19_veh-39_01107_01666,1119,2293,Go back to the other side of the water,Static Referential,jeremykemmerer,./staging/labels - Jeremy K__1AJ490RmE1i9EcyE4pcNleVEkArtsSHuC.csv,117.4
2021.06.14.16.48.02_veh-12_03091_03461,448,730,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,28.2
2021.06.09.17.37.09_veh-12_04489_04816,396,705,"After this light, switch to the right lane, and keep straight",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,30.9
2021.06.09.14.50.36_veh-26_03310_03392,122,305,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,18.3
2021.06.14.17.26.26_veh-38_05760_05896,44,465,keep going straight after this light. continue going straight after this light but on this one switch over one lane to the right,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,42.1
2021.06.09.17.37.09_veh-12_01465_01790,1101,1571,"move to the most right lane. move to the right lane coming up to take a right turn on the coming light. slow down and yield for these pedestrians and bumpers, until there is a clear way and pedestrians stop for you to have the right of way, continue going at normal speed. turn to the left lane. turn to the left most lane.",Both,Jeevan,./staging/labels - Jeevan Johnson.csv,47.0
2021.06.23.20.00.35_veh-35_04162_04257,144,368,turn right here. STOP. yield until you can safely turn.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,22.4
2021.08.17.18.54.02_veh-45_02202_02416,277,832,turn left on this upcoming intersection. keep on straight and give some room for the parked cars. turn right on the upcoming road. slow down for the upcoming entrance gate and reverse through the gate.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,55.5
2021.08.17.15.02.08_veh-45_02111_02303,7,954,turn right at this light. turn left at this intersection. turn right at this intersection. yield and turn left on the incoming intersection then turn right. at this coming light take a left.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,94.7
2021.06.14.11.44.56_veh-35_02399_02672,163,1349,turn right,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,118.6
2021.06.09.14.03.17_veh-12_02112_02202,151,432,move over one lane to the right,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,28.1
2021.07.09.17.06.37_veh-35_00928_02567,1400,2204,yield for the pedestrians. take a left and turn left at the light. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,80.4
2021.06.14.13.27.42_veh-35_01160_01331,132,841,move to the right one lane and keep straight,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,70.9
2021.07.16.23.22.27_veh-14_01631_03833,264,1360,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,109.6
2021.06.09.18.23.43_veh-35_03967_05057,1828,2522,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,69.4
2021.07.16.23.22.27_veh-14_04496_06203,1859,2126,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,26.7
2021.07.09.01.37.16_veh-26_01726_01793,27,285,after the crowded pedestrians street take a right. move to the far right lane. ,Dynamic Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,25.8
2021.06.09.14.03.17_veh-12_00711_00839,81,547,take a right. turn right at the light. move one lane to the left. ,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,46.6
2021.06.09.18.23.43_veh-35_01702_01928,110,1116,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,100.6
2021.06.14.11.44.56_veh-35_01869_01972,70,423,move one lane to the right.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,35.3
2021.06.09.17.37.09_veh-12_03219_03372,181,730,"
turn left. pull up to the entrance next to the sign. continue straight.",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,54.9
2021.06.14.18.33.41_veh-35_03575_03668,168,423,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,25.5
2021.06.14.11.44.56_veh-35_04178_05084,630,799,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,16.9
2021.06.23.17.31.36_veh-16_00634_01421,1471,1923,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,45.2
2021.06.14.13.27.42_veh-35_00005_00123,30,426,take a right at the sign. pull up to the entrance. now leave the entrance.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,39.6
2021.06.14.11.44.56_veh-35_04178_05084,665,2069,move over one lane to the left. move over one lane to the right. move over one lane to the right.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,140.4
2021.06.09.17.23.18_veh-38_02526_03027,149,2376,move over one lane to the right. move over one lane to the right. move to the far right lane and take a right at the light. move to the left lane. take a left at this sign.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,222.7
2021.06.23.14.06.20_veh-26_02505_02775,414,813,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,39.9
2021.07.16.16.08.35_veh-35_02551_02640,27,189,move over one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,16.2
2021.06.14.20.14.09_veh-26_01121_01211,54,217,move to the left lane.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,16.3
2021.06.14.13.27.42_veh-35_03142_03404,321,617,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,29.6
2021.07.16.18.19.22_veh-35_00440_00858,37,1899,move to the right lane and keep straight. stay behind the crosswalk until there is enough space for you to pass the light so you don't block the crosswalk. take the right at the street before the upcoming light. take a left at the sign. pull up behind the white car. move to the left lane and continue straight. ,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,186.2
2021.06.09.17.23.18_veh-38_03095_03280,234,569,move over one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,33.5
2021.07.09.15.53.28_veh-38_00184_02293,201,2175,"move over one lane to the right. move over one lane to the right. take a right at the light. move t the left lane. take a left at the upcoming sign. pull up behind the white car. wait till the right lane frees up, move to the right lane, and continue straight. take a right at the stop sign. move to the left lane. move over one lane to the right. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,197.4
2021.06.09.17.23.18_veh-38_04782_05228,115,2168,"move over to the right lane. move over one lane to the right. take a right at the light. move to the left lane. take a left at the sign. stop here, move a little bit out of the middle lane. pull back into the middle lane and stop right at the entrance door. continue straight. take a right at the stop sign. move to the left lane. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,205.3
2021.10.11.08.31.07_veh-50_00791_00954,17,736,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,71.9
2021.07.09.17.06.37_veh-35_00049_00237,96,872,take a left at the sign. stop at the entrance door. continue straight.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,77.6
2021.10.11.05.34.05_veh-50_00697_00766,100,318,take a left. stay at the right lane. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,21.8
2021.06.14.11.44.56_veh-35_00938_01134,405,710,take a right at the light. yield at the crosswalk for incoming pedestrians. move to the left lane. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,30.5
2021.06.23.17.31.36_veh-16_00634_01421,150,2504,move to the left lane avoiding the car ahead. move to the left lane.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,235.4
2021.08.17.17.55.18_veh-43_00358_00673,56,1441,move to the left lane behind the bus. move to the left lane and take a left at the light. take a right at the stop sign. park behind the blue car. continue straight on the same road. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,138.5
2021.06.23.17.31.36_veh-16_00398_00623,37,441,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,40.4
2021.06.14.18.33.41_veh-35_03367_03508,34,608,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,57.4
2021.06.14.13.27.42_veh-35_00691_00798,55,231,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,17.6
2021.07.09.20.26.06_veh-35_03898_05974,389,1823,move to the right lane. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,143.4
2021.06.14.18.42.45_veh-12_03340_03403,72,272,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,20.0
2021.06.09.14.58.55_veh-35_04695_05321,554,2091,pull up right behind the sign. move to the middle lane and continue straight. move to the left lane to avoid the car ahead. take a right at the stop sign. move to the left lane. move one lane to the right.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,153.7
2021.08.17.18.44.32_veh-08_00016_00564,390,1085,take a left at the light. take a left at the stop sign. move to the left lane. ,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,69.5
2021.08.17.17.17.01_veh-45_00123_00191,21,274,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,25.3
2021.06.09.18.23.43_veh-35_00555_00726,59,686,move to the right most lane.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,62.7
2021.07.16.00.51.05_veh-17_03264_05261,60,2453,"move one lane to the right. after the light move to the rightmost lane. after the police car, take a right. pull up behind the car in front of you and wait till you can continue going straight on that lane. ",Both,Jeevan,./staging/labels - Jeevan Johnson.csv,239.3
2021.06.14.19.22.11_veh-38_01134_01389,658,1072,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,41.4
2021.06.09.14.03.17_veh-12_01225_01437,636,954,yield for pedestrians at this right turn.,Dynamic Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,31.8
2021.06.14.18.33.41_veh-35_01363_01636,855,1100,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,24.5
2021.07.09.16.12.19_veh-26_06964_07035,65,239,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,17.4
2021.10.11.07.47.13_veh-50_00736_00843,151,499,take a left. take another left at this light.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,34.8
2021.08.17.13.10.50_veh-08_01060_01340,327,841,pull up behind the white truck for a left turn. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,51.4
2021.06.14.17.26.26_veh-38_05760_05896,18,659,"keep straight. after the light, move over one lane to the right and keep straight.",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,64.1
2021.07.16.22.40.23_veh-38_00818_03032,198,1290,move to the left lane. move one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,109.2
2021.06.14.18.42.45_veh-12_05000_05079,76,261,"after the light, move to the right lane.  ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,18.5
2021.06.14.18.42.45_veh-12_03445_03902,1038,1514,"keep straight. before the light, turn right on that street. take a left at the diamond center sign. stop behind the car with the guy at the door. turn to the lane on the left and continue straight. ",Both,Jeevan,./staging/labels - Jeevan Johnson.csv,47.6
2021.06.09.14.58.55_veh-35_01785_01883,19,472,pull up behind the grey car and move forward to get as close to the entrance as possible. ,Dynamic Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,45.3
2021.06.09.17.23.18_veh-38_05239_05412,98,780,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,68.2
2021.06.23.15.18.10_veh-26_00016_00143,332,604,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,27.2
2021.07.16.20.45.29_veh-35_02509_02649,201,560,take a right. turn to the left lane. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,35.9
2021.08.17.16.48.45_veh-43_02070_02652,280,1336,take a left at the stop sign. take a right at the stop sign. move to the left lane and take a left at the light.  ,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,105.6
2021.06.14.18.13.35_veh-26_01537_01717,443,632,follow the white car in front of you. yield for pedestrians before making the right turn. ,Dynamic Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,18.9
2021.06.09.14.50.36_veh-26_03310_03392,168,336,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,16.8
2021.07.16.18.49.56_veh-26_00015_00235,315,959,take a right at the stop sign. move to the left lane. move one lane to the right. ,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,64.4
2021.07.16.21.17.55_veh-26_03860_03930,78,317,move one lane to the right.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,23.9
2021.06.09.19.40.26_veh-12_01241_01510,585,831,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,24.6
2021.07.16.16.01.30_veh-38_00016_00333,234,1412,take a right at the stop sign. move one lane to the left. keep straight.,Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,117.8
2021.08.17.13.10.50_veh-08_00726_01027,649,1424,"take a right. take a right at the light. take a right at the light. park near the bench. get back on the road and keep straight. after the stop sign, pull up a little bit to the right and reverse back onto the street to continue straight. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,77.5
2021.06.09.14.03.17_veh-12_03798_04118,763,1533,move one lane to the right. move to the right lane most lane.  ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,77.0
2021.06.23.14.54.32_veh-16_00862_01000,23,383,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,36.0
2021.06.14.13.27.42_veh-35_01160_01331,1,850,move one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,84.9
2021.08.17.14.32.33_veh-08_01262_01528,835,1252,"at the stop sign, take a left. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,41.7
2021.06.09.18.23.43_veh-35_02086_02333,228,1116,"take a right at the stop light. pull into the left entrance and stop by the walk way towards the door. continue straight on the road. before making it to the light, ensure you are on the second to last left lane.",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,88.8
2021.07.09.01.37.16_veh-26_02856_02932,187,345,wait for all pedestrians to pass before taking your left. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,15.8
2021.07.16.01.22.41_veh-14_02003_02615,387,1089,turn left where the diamond sign is. pull up behind the black car and follow it. stop following the black car and move to the left lane. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,70.2
2021.06.14.18.42.45_veh-12_02233_02300,89,263,move one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,17.4
2021.06.14.18.42.45_veh-12_03913_04017,106,451,"after the police car, move one lane to the right. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,34.5
2021.06.23.15.56.12_veh-16_00066_00818,913,2222,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,130.9
2021.06.09.18.23.43_veh-35_00555_00726,291,744,"after the light, move to the rightmost lane. ",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,45.3
2021.06.14.19.22.11_veh-38_01480_01860,109,1821,keep straight. move to the right one lane. follow the white car until it turns right. keep straight. turn left where the diamond sign is. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,171.2
2021.06.14.18.33.41_veh-35_00654_00887,466,762,turn to the left lane. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,29.6
2021.06.14.18.13.35_veh-26_01537_01717,24,789,follow the white car in front of you until it turns right.,Dynamic Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,76.5
2021.06.09.14.50.36_veh-26_03061_03152,0,440,keep straight. move one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,44.0
2021.06.09.17.37.09_veh-12_02445_02566,122,487,keep straight. move one lane to the right. ,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,36.5
2021.06.09.14.50.36_veh-26_03874_04112,123,468,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,34.5
2021.07.09.02.42.50_veh-35_02651_02770,180,373,,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,19.3
2021.06.14.16.48.02_veh-12_01732_01853,81,587,follow the white car until it turns right. turn left where the diamond sign is. pull up behind the white car. ,Both,Jeevan,./staging/labels - Jeevan Johnson.csv,50.6
2021.10.11.02.57.41_veh-50_00145_00308,44,274,make a right.,Non-Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,23.0
2021.06.09.14.58.55_veh-35_03312_03379,21,308,"turn right, right before the upcoming light.",Static Referential,Jeevan,./staging/labels - Jeevan Johnson.csv,28.7
